1,64,0.004850
1,128,0.018477
1,196,0.045930
1,512,0.647683
1,640,1.170910
1,1024,6.132467
1,1048,5.382479
1,100,0.010161
1,200,0.059616
1,300,0.161750
1,400,0.300760
1,500,0.631754
1,600,0.985476
1,700,1.664597
1,800,2.392462
1,900,3.780212
1,1000,5.008379
1,1052,6.384052
1,1049,6.613845
1,1055,7.321563
1,1053,6.215503
1,1047,6.396116
1,1053,6.499583
1,1054,5.973218
1,1052,5.785494
1,100,0.009504
1,200,0.044949
1,300,0.129529
1,400,0.284503
1,500,0.555224
1,600,0.941900
1,700,1.487801
1,800,2.257341
1,900,3.291519
1,1000,4.545680
